QID,title,titleSlug,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
2489,Number of Substrings With Fixed Ratio,number-of-substrings-with-fixed-ratio,Medium,58.45347313237221,True,"hash-table,math,string,prefix-sum",algorithms
2490,Circular Sentence,circular-sentence,Easy,62.766270256142185,False,string,algorithms
2491,Divide Players Into Teams of Equal Skill,divide-players-into-teams-of-equal-skill,Medium,59.6196087111989,False,"array,hash-table,two-pointers,sorting",algorithms
2492,Minimum Score of a Path Between Two Cities,minimum-score-of-a-path-between-two-cities,Medium,57.44480363161153,False,"depth-first-search,breadth-first-search,union-find,graph",algorithms
2493,Divide Nodes Into the Maximum Number of Groups,divide-nodes-into-the-maximum-number-of-groups,Hard,38.44103595675132,False,"breadth-first-search,union-find,graph",algorithms
2494,Merge Overlapping Events in the Same Hall,merge-overlapping-events-in-the-same-hall,Hard,30.90942904965594,True,database,database
2495,Number of Subarrays Having Even Product,number-of-subarrays-having-even-product,Medium,64.42672741078208,True,"array,math,dynamic-programming",algorithms
2496,Maximum Value of a String in an Array,maximum-value-of-a-string-in-an-array,Easy,72.05935267206964,False,"array,string",algorithms
2497,Maximum Star Sum of a Graph,maximum-star-sum-of-a-graph,Medium,38.92670157068063,False,"array,greedy,graph,sorting,heap-priority-queue",algorithms
2498,Frog Jump II,frog-jump-ii,Medium,61.781798762290705,False,"array,binary-search,greedy",algorithms
2499,Minimum Total Cost to Make Arrays Unequal,minimum-total-cost-to-make-arrays-unequal,Hard,43.974608375140775,False,"array,hash-table,greedy,counting",algorithms
2500,Delete Greatest Value in Each Row,delete-greatest-value-in-each-row,Easy,77.83046255080318,False,"array,sorting,heap-priority-queue,matrix,simulation",algorithms
2501,Longest Square Streak in an Array,longest-square-streak-in-an-array,Medium,39.51345949659609,False,"array,hash-table,binary-search,dynamic-programming,sorting",algorithms
2502,Design Memory Allocator,design-memory-allocator,Medium,52.76529668296551,False,"array,hash-table,design,simulation",algorithms
2503,Maximum Number of Points From Grid Queries,maximum-number-of-points-from-grid-queries,Hard,37.3466927202428,False,"array,two-pointers,breadth-first-search,union-find,sorting,heap-priority-queue,matrix",algorithms
2504,Concatenate the Name and the Profession,concatenate-the-name-and-the-profession,Easy,74.31474027218708,True,database,database
2505,Bitwise OR of All Subsequence Sums,bitwise-or-of-all-subsequence-sums,Medium,68.37672281776418,True,"array,math,bit-manipulation,brainteaser",algorithms
2506,Count Pairs Of Similar Strings,count-pairs-of-similar-strings,Easy,69.50309941326616,False,"array,hash-table,string,bit-manipulation",algorithms
2507,Smallest Value After Replacing With Sum of Prime Factors,smallest-value-after-replacing-with-sum-of-prime-factors,Medium,48.37110800702924,False,"math,simulation,number-theory",algorithms
2508,Add Edges to Make Degrees of All Nodes Even,add-edges-to-make-degrees-of-all-nodes-even,Hard,31.42669835286405,False,"hash-table,graph",algorithms
2509,Cycle Length Queries in a Tree,cycle-length-queries-in-a-tree,Hard,55.870078025766645,False,"array,tree,binary-tree",algorithms
2510,Check if There is a Path With Equal Number of 0's And 1's,check-if-there-is-a-path-with-equal-number-of-0s-and-1s,Medium,50.32455135547919,True,"array,dynamic-programming,matrix",algorithms
2511,Maximum Enemy Forts That Can Be Captured,maximum-enemy-forts-that-can-be-captured,Easy,38.17877887342969,False,"array,two-pointers",algorithms
2512,Reward Top K Students,reward-top-k-students,Medium,45.01963666429342,False,"array,hash-table,string,sorting,heap-priority-queue",algorithms
2513,Minimize the Maximum of Two Arrays,minimize-the-maximum-of-two-arrays,Medium,29.903448962325186,False,"math,binary-search,number-theory",algorithms
2514,Count Anagrams,count-anagrams,Hard,32.48329175521266,False,"hash-table,math,string,combinatorics,counting",algorithms
2515,Shortest Distance to Target String in a Circular Array,shortest-distance-to-target-string-in-a-circular-array,Easy,48.851824993956974,False,"array,string",algorithms
2516,Take K of Each Character From Left and Right,take-k-of-each-character-from-left-and-right,Medium,34.46623189040137,False,"hash-table,string,sliding-window",algorithms
2517,Maximum Tastiness of Candy Basket,maximum-tastiness-of-candy-basket,Medium,63.12489953383701,False,"array,binary-search,greedy,sorting",algorithms
2518,Number of Great Partitions,number-of-great-partitions,Hard,31.247106034881927,False,"array,dynamic-programming",algorithms
2519,Count the Number of K-Big Indices,count-the-number-of-k-big-indices,Hard,53.36480755381291,True,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
2520,Count the Digits That Divide a Number,count-the-digits-that-divide-a-number,Easy,84.28953387237058,False,math,algorithms
2521,Distinct Prime Factors of Product of Array,distinct-prime-factors-of-product-of-array,Medium,50.912994902590604,False,"array,hash-table,math,number-theory",algorithms
2522,Partition String Into Substrings With Values at Most K,partition-string-into-substrings-with-values-at-most-k,Medium,46.141097424412095,False,"string,dynamic-programming,greedy",algorithms
2523,Closest Prime Numbers in Range,closest-prime-numbers-in-range,Medium,37.11435744494431,False,"math,number-theory",algorithms
2524,Maximum Frequency Score of a Subarray,maximum-frequency-score-of-a-subarray,Hard,40.37296037296037,True,"array,hash-table,math,sliding-window",algorithms
2525,Categorize Box According to Criteria,categorize-box-according-to-criteria,Easy,35.336185002005074,False,math,algorithms
2526,Find Consecutive Integers from a Data Stream,find-consecutive-integers-from-a-data-stream,Medium,49.01134648925121,False,"hash-table,design,queue,counting,data-stream",algorithms
2527,Find Xor-Beauty of Array,find-xor-beauty-of-array,Medium,67.92397553740798,False,"array,math,bit-manipulation",algorithms
2528,Maximize the Minimum Powered City,maximize-the-minimum-powered-city,Hard,32.40664102439262,False,"array,binary-search,greedy,queue,sliding-window,prefix-sum",algorithms
2529,Maximum Count of Positive Integer and Negative Integer,maximum-count-of-positive-integer-and-negative-integer,Easy,71.02927747973976,False,"array,binary-search,counting",algorithms
2530,Maximal Score After Applying K Operations,maximal-score-after-applying-k-operations,Medium,45.48168657015144,False,"array,greedy,heap-priority-queue",algorithms
2531,Make Number of Distinct Characters Equal,make-number-of-distinct-characters-equal,Medium,26.24857829798874,False,"hash-table,string,counting",algorithms
2532,Time to Cross a Bridge,time-to-cross-a-bridge,Hard,44.54153427144802,False,"array,heap-priority-queue,simulation",algorithms
2533,Number of Good Binary Strings,number-of-good-binary-strings,Medium,51.73440065681445,True,dynamic-programming,algorithms
2534,Time Taken to Cross the Door,time-taken-to-cross-the-door,Hard,49.41746747172379,True,"array,queue,simulation",algorithms
2535,Difference Between Element Sum and Digit Sum of an Array,difference-between-element-sum-and-digit-sum-of-an-array,Easy,84.19683379194511,False,"array,math",algorithms
2536,Increment Submatrices by One,increment-submatrices-by-one,Medium,49.082247104060365,False,"array,matrix,prefix-sum",algorithms
2537,Count the Number of Good Subarrays,count-the-number-of-good-subarrays,Medium,50.04643757463182,False,"array,hash-table,sliding-window",algorithms
2538,Difference Between Maximum and Minimum Price Sum,difference-between-maximum-and-minimum-price-sum,Hard,32.37739540260549,False,"array,dynamic-programming,tree,depth-first-search",algorithms
2539,Count the Number of Good Subsequences,count-the-number-of-good-subsequences,Medium,52.93831957260806,True,"hash-table,math,string,combinatorics,counting",algorithms
2540,Minimum Common Value,minimum-common-value,Easy,59.293622516081214,False,"array,hash-table,two-pointers,binary-search",algorithms
2541,Minimum Operations to Make Array Equal II,minimum-operations-to-make-array-equal-ii,Medium,31.369626837322112,False,"array,math,greedy",algorithms
2542,Maximum Subsequence Score,maximum-subsequence-score,Medium,53.623711572799756,False,"array,greedy,sorting,heap-priority-queue",algorithms
2543,Check if Point Is Reachable,check-if-point-is-reachable,Hard,41.87889077532541,False,"math,number-theory",algorithms
2544,Alternating Digit Sum,alternating-digit-sum,Easy,68.18090547228424,False,math,algorithms
2545,Sort the Students by Their Kth Score,sort-the-students-by-their-kth-score,Medium,85.22762014296322,False,"array,sorting,matrix",algorithms
2546,Apply Bitwise Operations to Make Strings Equal,apply-bitwise-operations-to-make-strings-equal,Medium,40.974377161095845,False,"string,bit-manipulation",algorithms
2547,Minimum Cost to Split an Array,minimum-cost-to-split-an-array,Hard,39.92420554898825,False,"array,hash-table,dynamic-programming,counting",algorithms
2548,Maximum Price to Fill a Bag,maximum-price-to-fill-a-bag,Medium,65.5154091392136,True,"array,greedy,sorting",algorithms
2549,Count Distinct Numbers on Board,count-distinct-numbers-on-board,Easy,60.09357784318164,False,"array,hash-table,math,simulation",algorithms
2550,Count Collisions of Monkeys on a Polygon,count-collisions-of-monkeys-on-a-polygon,Medium,27.430461498980623,False,"math,recursion",algorithms
2551,Put Marbles in Bags,put-marbles-in-bags,Hard,66.73172670110563,False,"array,greedy,sorting,heap-priority-queue",algorithms
2552,Count Increasing Quadruplets,count-increasing-quadruplets,Hard,33.638856541827884,False,"array,dynamic-programming,binary-indexed-tree,enumeration,prefix-sum",algorithms
2553,Separate the Digits in an Array,separate-the-digits-in-an-array,Easy,79.07783487576289,False,"array,simulation",algorithms
2554,Maximum Number of Integers to Choose From a Range I,maximum-number-of-integers-to-choose-from-a-range-i,Medium,53.521759442268305,False,"array,hash-table,binary-search,greedy,sorting",algorithms
2555,Maximize Win From Two Segments,maximize-win-from-two-segments,Medium,32.81442304493896,False,"array,binary-search,sliding-window",algorithms
2556,Disconnect Path in a Binary Matrix by at Most One Flip,disconnect-path-in-a-binary-matrix-by-at-most-one-flip,Medium,27.306421552016264,False,"array,dynamic-programming,depth-first-search,breadth-first-search,matrix",algorithms
2557,Maximum Number of Integers to Choose From a Range II,maximum-number-of-integers-to-choose-from-a-range-ii,Medium,41.51862464183381,True,"array,binary-search,greedy,sorting",algorithms
2558,Take Gifts From the Richest Pile,take-gifts-from-the-richest-pile,Easy,66.5313949339993,False,"array,heap-priority-queue,simulation",algorithms
2559,Count Vowel Strings in Ranges,count-vowel-strings-in-ranges,Medium,51.73486341331479,False,"array,string,prefix-sum",algorithms
2560,House Robber IV,house-robber-iv,Medium,42.842448139893705,False,"array,binary-search",algorithms
2561,Rearranging Fruits,rearranging-fruits,Hard,33.98008680112331,False,"array,hash-table,greedy",algorithms
2562,Find the Array Concatenation Value,find-the-array-concatenation-value,Easy,69.65819640238244,False,"array,two-pointers,simulation",algorithms
2563,Count the Number of Fair Pairs,count-the-number-of-fair-pairs,Medium,32.65777010160435,False,"array,two-pointers,binary-search,sorting",algorithms
2564,Substring XOR Queries,substring-xor-queries,Medium,33.386480468427855,False,"array,hash-table,string,bit-manipulation",algorithms
2565,Subsequence With the Minimum Score,subsequence-with-the-minimum-score,Hard,31.664253351394272,False,"two-pointers,string,binary-search",algorithms
2566,Maximum Difference by Remapping a Digit,maximum-difference-by-remapping-a-digit,Easy,59.59528902657914,False,"math,greedy",algorithms
2567,Minimum Score by Changing Two Elements,minimum-score-by-changing-two-elements,Medium,47.7182655321133,False,"array,greedy,sorting",algorithms
2568,Minimum Impossible OR,minimum-impossible-or,Medium,57.39167211349917,False,"array,bit-manipulation,brainteaser",algorithms
2569,Handling Sum Queries After Update,handling-sum-queries-after-update,Hard,27.56842944459208,False,"array,segment-tree",algorithms
2570,Merge Two 2D Arrays by Summing Values,merge-two-2d-arrays-by-summing-values,Easy,73.402336133535,False,"array,hash-table,two-pointers",algorithms
2571,Minimum Operations to Reduce an Integer to 0,minimum-operations-to-reduce-an-integer-to-0,Medium,54.689534953615585,False,"dynamic-programming,greedy,bit-manipulation",algorithms
2572,Count the Number of Square-Free Subsets,count-the-number-of-square-free-subsets,Medium,22.990065546907005,False,"array,math,dynamic-programming,bit-manipulation,bitmask",algorithms
2573,Find the String with LCP,find-the-string-with-lcp,Hard,31.92948761917827,False,"array,string,dynamic-programming,greedy,union-find,matrix",algorithms
2574,Left and Right Sum Differences,left-and-right-sum-differences,Easy,86.22720743383026,False,"array,prefix-sum",algorithms
2575,Find the Divisibility Array of a String,find-the-divisibility-array-of-a-string,Medium,32.41114847700385,False,"array,math,string",algorithms
2576,Find the Maximum Number of Marked Indices,find-the-maximum-number-of-marked-indices,Medium,38.182541260688005,False,"array,two-pointers,binary-search,greedy,sorting",algorithms
2577,Minimum Time to Visit a Cell In a Grid,minimum-time-to-visit-a-cell-in-a-grid,Hard,35.54985551478944,False,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path",algorithms
2578,Split With Minimum Sum,split-with-minimum-sum,Easy,70.15141347202416,False,"math,greedy,sorting",algorithms
2579,Count Total Number of Colored Cells,count-total-number-of-colored-cells,Medium,57.442568882984816,False,math,algorithms
2580,Count Ways to Group Overlapping Ranges,count-ways-to-group-overlapping-ranges,Medium,35.83521051531549,False,"array,sorting",algorithms
2581,Count Number of Possible Root Nodes,count-number-of-possible-root-nodes,Hard,46.09929078014184,False,"hash-table,dynamic-programming,tree,depth-first-search",algorithms
2582,Pass the Pillow,pass-the-pillow,Easy,45.77295162882527,False,"math,simulation",algorithms
2583,Kth Largest Sum in a Binary Tree,kth-largest-sum-in-a-binary-tree,Medium,47.34452719951575,False,"tree,breadth-first-search,sorting,binary-tree",algorithms
2584,Split the Array to Make Coprime Products,split-the-array-to-make-coprime-products,Hard,22.78110716099543,False,"array,hash-table,math,number-theory",algorithms
2585,Number of Ways to Earn Points,number-of-ways-to-earn-points,Hard,57.216192431798184,False,"array,dynamic-programming",algorithms
2586,Count the Number of Vowel Strings in Range,count-the-number-of-vowel-strings-in-range,Easy,73.89694860464813,False,"array,string",algorithms
2587,Rearrange Array to Maximize Prefix Score,rearrange-array-to-maximize-prefix-score,Medium,40.823159587689155,False,"array,greedy,sorting,prefix-sum",algorithms
2588,Count the Number of Beautiful Subarrays,count-the-number-of-beautiful-subarrays,Medium,49.997012785279004,False,"array,hash-table,bit-manipulation,prefix-sum",algorithms
2589,Minimum Time to Complete All Tasks,minimum-time-to-complete-all-tasks,Hard,38.57235842916034,False,"array,binary-search,stack,greedy,sorting",algorithms
2590,Design a Todo List,design-a-todo-list,Medium,58.60180412371135,True,"array,hash-table,string,design,sorting",algorithms
2591,Distribute Money to Maximum Children,distribute-money-to-maximum-children,Easy,19.141909733712424,False,"math,greedy",algorithms
2592,Maximize Greatness of an Array,maximize-greatness-of-an-array,Medium,57.33319535353013,False,"array,two-pointers,greedy,sorting",algorithms
2593,Find Score of an Array After Marking All Elements,find-score-of-an-array-after-marking-all-elements,Medium,52.22638368705784,False,"array,sorting,heap-priority-queue,simulation",algorithms
2594,Minimum Time to Repair Cars,minimum-time-to-repair-cars,Medium,43.720732226479356,False,"array,binary-search",algorithms
2595,Number of Even and Odd Bits,number-of-even-and-odd-bits,Easy,72.7465877993643,False,bit-manipulation,algorithms
2596,Check Knight Tour Configuration,check-knight-tour-configuration,Medium,56.734171818375614,False,"array,depth-first-search,breadth-first-search,matrix,simulation",algorithms
2597,The Number of Beautiful Subsets,the-number-of-beautiful-subsets,Medium,34.17430196708498,False,"array,dynamic-programming,backtracking,sorting",algorithms
2598,Smallest Missing Non-negative Integer After Operations,smallest-missing-non-negative-integer-after-operations,Medium,39.2327504405585,False,"array,hash-table,math,greedy",algorithms
2599,Make the Prefix Sum Non-negative,make-the-prefix-sum-non-negative,Medium,52.108716026241794,True,"array,greedy,heap-priority-queue",algorithms
2600,K Items With the Maximum Sum,k-items-with-the-maximum-sum,Easy,61.43463483648546,False,"math,greedy",algorithms
2601,Prime Subtraction Operation,prime-subtraction-operation,Medium,37.58095326841541,False,"array,math,binary-search,greedy,number-theory",algorithms
2602,Minimum Operations to Make All Array Elements Equal,minimum-operations-to-make-all-array-elements-equal,Medium,35.07475152426293,False,"array,binary-search,sorting,prefix-sum",algorithms
2603,Collect Coins in a Tree,collect-coins-in-a-tree,Hard,37.138290249683074,False,"array,tree,graph,topological-sort",algorithms
2604,Minimum Time to Eat All Grains,minimum-time-to-eat-all-grains,Hard,41.63090128755365,True,"array,two-pointers,binary-search,sorting",algorithms
2605,Form Smallest Number From Two Digit Arrays,form-smallest-number-from-two-digit-arrays,Easy,53.599233623258925,False,"array,hash-table,enumeration",algorithms
2606,Find the Substring With Maximum Cost,find-the-substring-with-maximum-cost,Medium,56.309117971863444,False,"array,hash-table,string,dynamic-programming",algorithms
2607,Make K-Subarray Sums Equal,make-k-subarray-sums-equal,Medium,36.35897435897436,False,"array,math,sorting,number-theory",algorithms
2608,Shortest Cycle in a Graph,shortest-cycle-in-a-graph,Hard,36.45255803470814,False,"breadth-first-search,graph",algorithms
2609,Find the Longest Balanced Substring of a Binary String,find-the-longest-balanced-substring-of-a-binary-string,Easy,46.00432967372816,False,string,algorithms
2610,Convert an Array Into a 2D Array With Conditions,convert-an-array-into-a-2d-array-with-conditions,Medium,87.20730643902887,False,"array,hash-table",algorithms
2611,Mice and Cheese,mice-and-cheese,Medium,45.128002706665164,False,"array,greedy,sorting,heap-priority-queue",algorithms
2612,Minimum Reverse Operations,minimum-reverse-operations,Hard,16.327753303964755,False,"array,breadth-first-search,ordered-set",algorithms
2613,Beautiful Pairs,beautiful-pairs,Hard,45.152603231597844,True,"array,math,divide-and-conquer,geometry,sorting,ordered-set",algorithms
2614,Prime In Diagonal,prime-in-diagonal,Easy,33.67399080224834,False,"array,math,matrix,number-theory",algorithms
2615,Sum of Distances,sum-of-distances,Medium,30.700316481376287,False,"array,hash-table,prefix-sum",algorithms
2616,Minimize the Maximum Difference of Pairs,minimize-the-maximum-difference-of-pairs,Medium,43.98790744933736,False,"array,binary-search,greedy",algorithms
2617,Minimum Number of Visited Cells in a Grid,minimum-number-of-visited-cells-in-a-grid,Hard,24.814724076682797,False,"array,dynamic-programming,stack,breadth-first-search,union-find,heap-priority-queue,matrix,monotonic-stack",algorithms
2618,Check if Object Instance of Class,check-if-object-instance-of-class,Medium,27.71518057883998,False,,
2619,Array Prototype Last,array-prototype-last,Easy,72.89163213977619,False,,
2620,Counter,counter,Easy,80.5731265559238,False,,
2621,Sleep,sleep,Easy,86.45093454508022,False,,
2622,Cache With Time Limit,cache-with-time-limit,Medium,73.80147480378784,False,,
2623,Memoize,memoize,Medium,62.19496841372466,False,,
2624,Snail Traversal,snail-traversal,Medium,64.8985208118335,False,,
2625,Flatten Deeply Nested Array,flatten-deeply-nested-array,Medium,63.52134283909394,False,,
2626,Array Reduce Transformation,array-reduce-transformation,Easy,84.08688707874141,False,,
2627,Debounce,debounce,Medium,90.44039397713122,False,,
2628,JSON Deep Equal,json-deep-equal,Medium,38.531701890989986,True,,
2629,Function Composition,function-composition,Easy,85.63832652338851,False,,
2630,Memoize II,memoize-ii,Hard,30.899096976835494,False,,
2631,Group By,group-by,Medium,80.67740396628882,False,,
2632,Curry,curry,Medium,89.3919069975408,True,,
2633,Convert Object to JSON String,convert-object-to-json-string,Medium,77.3889912011459,True,,
2634,Filter Elements from Array,filter-elements-from-array,Easy,84.26944025750197,False,,
2635,Apply Transform Over Each Element in Array,apply-transform-over-each-element-in-array,Easy,85.57339016728274,False,,
2636,Promise Pool,promise-pool,Medium,80.11206372780666,True,,
2637,Promise Time Limit,promise-time-limit,Medium,81.14123909030629,False,,
2638,Count the Number of K-Free Subsets,count-the-number-of-k-free-subsets,Medium,46.97820343461031,True,"array,dynamic-programming,sorting",algorithms
2639,Find the Width of Columns of a Grid,find-the-width-of-columns-of-a-grid,Easy,67.07167340256817,False,"array,matrix",algorithms
2640,Find the Score of All Prefixes of an Array,find-the-score-of-all-prefixes-of-an-array,Medium,70.05450627455951,False,"array,prefix-sum",algorithms
2641,Cousins in Binary Tree II,cousins-in-binary-tree-ii,Medium,67.80382307799637,False,"hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
2642,Design Graph With Shortest Path Calculator,design-graph-with-shortest-path-calculator,Hard,70.710781665334,False,"graph,design,heap-priority-queue,shortest-path",algorithms
2643,Row With Maximum Ones,row-with-maximum-ones,Easy,75.49644719422905,False,"array,matrix",algorithms
2644,Find the Maximum Divisibility Score,find-the-maximum-divisibility-score,Easy,48.91186429534173,False,array,algorithms
2645,Minimum Additions to Make Valid String,minimum-additions-to-make-valid-string,Medium,50.195129995053044,False,"string,dynamic-programming,stack,greedy",algorithms
2646,Minimize the Total Price of the Trips,minimize-the-total-price-of-the-trips,Hard,44.928300800920816,False,"array,dynamic-programming,tree,depth-first-search,graph",algorithms
2647,Color the Triangle Red,color-the-triangle-red,Hard,67.04035874439462,True,"array,math",algorithms
2648,Generate Fibonacci Sequence,generate-fibonacci-sequence,Easy,82.73885558940094,False,,
2649,Nested Array Generator,nested-array-generator,Medium,78.88942406935939,False,,
2650,Design Cancellable Function,design-cancellable-function,Hard,50.81785417244248,False,,
2651,Calculate Delayed Arrival Time,calculate-delayed-arrival-time,Easy,78.50636151471807,False,math,algorithms
2652,Sum Multiples,sum-multiples,Easy,85.25898815931109,False,math,algorithms
2653,Sliding Subarray Beauty,sliding-subarray-beauty,Medium,32.81300481218861,False,"array,hash-table,sliding-window",algorithms
2654,Minimum Number of Operations to Make All Array Elements Equal to 1,minimum-number-of-operations-to-make-all-array-elements-equal-to-1,Medium,34.965155295534714,False,"array,math,number-theory",algorithms
2655,Find Maximal Uncovered Ranges,find-maximal-uncovered-ranges,Medium,53.05480682839173,True,"array,sorting",algorithms
2656,Maximum Sum With Exactly K Elements ,maximum-sum-with-exactly-k-elements,Easy,81.86982572160207,False,"array,greedy",algorithms
2657,Find the Prefix Common Array of Two Arrays,find-the-prefix-common-array-of-two-arrays,Medium,80.83899753971895,False,"array,hash-table,bit-manipulation",algorithms
2658,Maximum Number of Fish in a Grid,maximum-number-of-fish-in-a-grid,Medium,59.46890625758532,False,"array,depth-first-search,breadth-first-search,union-find,matrix",algorithms
2659,Make Array Empty,make-array-empty,Hard,25.146069077730935,False,"array,binary-search,greedy,binary-indexed-tree,segment-tree,sorting,ordered-set",algorithms
2660,Determine the Winner of a Bowling Game,determine-the-winner-of-a-bowling-game,Easy,34.19227779217414,False,"array,simulation",algorithms
2661,First Completely Painted Row or Column,first-completely-painted-row-or-column,Medium,50.21029082774049,False,"array,hash-table,matrix",algorithms
2662,Minimum Cost of a Path With Special Roads,minimum-cost-of-a-path-with-special-roads,Medium,38.18859109132809,False,"array,graph,heap-priority-queue,shortest-path",algorithms
2663,Lexicographically Smallest Beautiful String,lexicographically-smallest-beautiful-string,Hard,36.584051724137936,False,"string,greedy",algorithms
2664,The Knight’s Tour,the-knights-tour,Medium,66.27430910951894,True,"array,backtracking,matrix",algorithms
2665,Counter II,counter-ii,Easy,79.5695639304504,False,,
2666,Allow One Function Call,allow-one-function-call,Easy,85.81203303185214,False,,
2667,Create Hello World Function,create-hello-world-function,Easy,81.23000516580419,False,,
2668,Find Latest Salaries,find-latest-salaries,Easy,70.51457194899818,True,database,database
2669,Count Artist Occurrences On Spotify Ranking List,count-artist-occurrences-on-spotify-ranking-list,Easy,71.30653266331657,True,database,database
2670,Find the Distinct Difference Array,find-the-distinct-difference-array,Easy,77.23018269828012,False,"array,hash-table",algorithms
2671,Frequency Tracker,frequency-tracker,Medium,29.520242857548162,False,"hash-table,design",algorithms
2672,Number of Adjacent Elements With the Same Color,number-of-adjacent-elements-with-the-same-color,Medium,54.35531228477182,False,array,algorithms
2673,Make Costs of Paths Equal in a Binary Tree,make-costs-of-paths-equal-in-a-binary-tree,Medium,58.96168582375479,False,"array,dynamic-programming,greedy,tree,binary-tree",algorithms
2674,Split a Circular Linked List,split-a-circular-linked-list,Medium,72.39952718676122,True,"linked-list,two-pointers",algorithms
2675,Array of Objects to Matrix,array-of-objects-to-matrix,Hard,69.28376291721106,True,,
2676,Throttle,throttle,Medium,82.56751687921981,True,,
2677,Chunk Array,chunk-array,Easy,82.93706067182794,False,,
2678,Number of Senior Citizens,number-of-senior-citizens,Easy,76.38739558349185,False,"array,string",algorithms
2679,Sum in a Matrix,sum-in-a-matrix,Medium,59.54847077842735,False,"array,sorting,heap-priority-queue,matrix,simulation",algorithms
2680,Maximum OR,maximum-or,Medium,40.5415487922405,False,"array,greedy,bit-manipulation,prefix-sum",algorithms
2681,Power of Heroes,power-of-heroes,Hard,30.385438972162742,False,"array,math,dynamic-programming,sorting,prefix-sum",algorithms
2682,Find the Losers of the Circular Game,find-the-losers-of-the-circular-game,Easy,48.71542967301846,False,"array,hash-table,simulation",algorithms
2683,Neighboring Bitwise XOR,neighboring-bitwise-xor,Medium,61.43813581427702,False,"array,bit-manipulation",algorithms
2684,Maximum Number of Moves in a Grid,maximum-number-of-moves-in-a-grid,Medium,45.61988361771378,False,"array,dynamic-programming,matrix",algorithms
2685,Count the Number of Complete Components,count-the-number-of-complete-components,Medium,65.04777070063695,False,"depth-first-search,breadth-first-search,graph",algorithms
2686,Immediate Food Delivery III,immediate-food-delivery-iii,Medium,64.66352810855719,True,database,database
2687,Bikes Last Time Used ,bikes-last-time-used,Easy,80.26140304081089,True,database,database
2688,Find Active Users,find-active-users,Medium,41.24276576302163,True,database,database
2689,Extract Kth Character From The Rope Tree,extract-kth-character-from-the-rope-tree,Easy,74.59092312442111,True,"tree,depth-first-search,binary-tree",algorithms
2690,Infinite Method Object,infinite-method-object,Easy,92.72097053726169,True,,
2691,Immutability Helper,immutability-helper,Hard,39.726027397260275,True,,
2692,Make Object Immutable,make-object-immutable,Medium,63.70370370370371,True,,
2693,Call Function with Custom Context,call-function-with-custom-context,Medium,80.38542103058232,False,,
2694,Event Emitter,event-emitter,Medium,75.30958346951374,False,,
2695,Array Wrapper,array-wrapper,Easy,87.90448081566944,False,,
2696,Minimum String Length After Removing Substrings,minimum-string-length-after-removing-substrings,Easy,69.28676920322826,False,"string,stack,simulation",algorithms
2697,Lexicographically Smallest Palindrome,lexicographically-smallest-palindrome,Easy,81.46126246759712,False,"two-pointers,string,greedy",algorithms
2698,Find the Punishment Number of an Integer,find-the-punishment-number-of-an-integer,Medium,61.95882679194806,False,"math,backtracking",algorithms
2699,Modify Graph Edge Weights,modify-graph-edge-weights,Hard,23.829547202707555,False,"graph,heap-priority-queue,shortest-path",algorithms
2700,Differences Between Two Objects,differences-between-two-objects,Medium,77.58445373404135,True,,
2701,Consecutive Transactions with Increasing Amounts,consecutive-transactions-with-increasing-amounts,Hard,30.273848931688235,True,database,database
2702,Minimum Operations to Make Numbers Non-positive,minimum-operations-to-make-numbers-non-positive,Hard,51.920903954802256,True,"array,binary-search",algorithms
2703,Return Length of Arguments Passed,return-length-of-arguments-passed,Easy,94.03266720287075,False,,
2704,To Be Or Not To Be,to-be-or-not-to-be,Easy,61.92622950819672,False,,
2705,Compact Object,compact-object,Medium,64.1602575567877,False,,
2706,Buy Two Chocolates,buy-two-chocolates,Easy,69.48518341570346,False,"array,sorting",algorithms
2707,Extra Characters in a String,extra-characters-in-a-string,Medium,52.55473544792593,False,"array,hash-table,string,dynamic-programming,trie",algorithms
2708,Maximum Strength of a Group,maximum-strength-of-a-group,Medium,23.942174937058393,False,"array,dynamic-programming,backtracking,greedy,bit-manipulation,sorting,enumeration",algorithms
2709,Greatest Common Divisor Traversal,greatest-common-divisor-traversal,Hard,42.76741316783191,False,"array,math,union-find,number-theory",algorithms
2710,Remove Trailing Zeros From a String,remove-trailing-zeros-from-a-string,Easy,78.42354177614294,False,string,algorithms
2711,Difference of Number of Distinct Values on Diagonals,difference-of-number-of-distinct-values-on-diagonals,Medium,70.83862295571652,False,"array,hash-table,matrix",algorithms
2712,Minimum Cost to Make All Characters Equal,minimum-cost-to-make-all-characters-equal,Medium,54.067873991782065,False,"string,dynamic-programming,greedy",algorithms
2713,Maximum Strictly Increasing Cells in a Matrix,maximum-strictly-increasing-cells-in-a-matrix,Hard,30.296599590552752,False,"array,binary-search,dynamic-programming,memoization,sorting,matrix",algorithms
2714,Find Shortest Path with K Hops,find-shortest-path-with-k-hops,Hard,60.59451219512195,True,"graph,heap-priority-queue,shortest-path",algorithms
2715,Timeout Cancellation,timeout-cancellation,Easy,88.19113877700477,False,,
2716,Minimize String Length,minimize-string-length,Easy,75.32327903620136,False,"hash-table,string",algorithms
